continent, country_label, temperature, rainfall, population, code
1,china,2.79411932588,1.08069524834,1337705000,chn
1,india,2.18486137712,1.31272062889,1205624648,ind
2,unitedstates,2.87660167196,0.998523804238,309326225,usa
1,indonesia,1.61549662415,0.986934835206,240676485,idn
3,brazil,2.90211481959,0.741008559092,195210154,bra
1,pakistan,3.34282733593,1.19545304588,173149306,pak
4,nigeria,2.48700392636,0.879636847107,159707780,nga
1,bangladesh,2.1361483424,1.27751362442,151125475,bgd
1,japan,2.61312923214,1.04983583678,127450459,jpn
3,mexico,2.42731264922,0.720587342475,117886404,mex
1,philippines,1.65909559573,1.22839401537,93444322,phl
4,ethiopia,2.14903546124,1.41845285219,87095281,eth
2,germany,1.82164477024,1.05667466105,81776930,deu
4,egypt,2.67183739586,0.567623219445,78075705,egy
2,turkey,3.11756272988,0.802880661179,72137546,tur
1,thailand,1.50895069335,0.97285149303,66402316,tha
2,france,2.57418230315,0.892008402093,65031235,fra
2,unitedkingdom,1.89341917064,1.0046701697,62747868,gbr
2,italy,2.33024353903,0.775325299879,60483385,ita
1,myanmar,2.21893288441,1.07551169924,51931231,mmr
4,southafrica,2.92208972636,0.916990907714,50895698,zaf
2,spain,2.87014174439,0.586778308297,46576897,esp
3,colombia,3.17537230715,0.715474784493,46444798,col
2,ukraine,2.25577429658,1.11856520802,45870700,ukr
