continent, country_label, temperature, rainfall, population, code
1,china,-0.703069236507,1.05251752025,1337705000,chn
1,india,0.438248630136,0.770691440305,1205624648,ind
2,unitedstates,-0.251307109111,1.04182732844,309326225,usa
1,indonesia,-0.108315604944,0.923827963676,240676485,idn
3,brazil,0.645672102611,0.913504168672,195210154,bra
1,pakistan,0.0690965700829,0.504170222685,173149306,pak
4,nigeria,0.175209393944,0.874559785147,159707780,nga
1,bangladesh,0.11938798102,0.91067780311,151125475,bgd
1,japan,-1.10827125417,1.07011843741,127450459,jpn
3,mexico,0.422894717438,0.890174993756,117886404,mex
1,philippines,-0.345090842936,1.10297834955,93444322,phl
4,ethiopia,0.308409435412,0.711455541003,87095281,eth
2,germany,0.26455194475,0.965385841095,81776930,deu
4,egypt,-0.877329229067,1.82869704522,78075705,egy
2,turkey,-0.88083600083,1.19067459182,72137546,tur
1,thailand,0.266357363636,0.999733459724,66402316,tha
2,france,-0.0628813327691,0.991263168979,65031235,fra
2,unitedkingdom,0.00662207300284,0.989829360126,62747868,gbr
2,italy,-0.329127625053,1.0406010649,60483385,ita
1,myanmar,0.182695957598,0.983531190103,51931231,mmr
4,southafrica,-0.47192854401,1.01488120385,50895698,zaf
2,spain,-0.15486351114,0.922059823754,46576897,esp
3,colombia,0.0677578609671,0.966474589779,46444798,col
2,ukraine,-0.647838019642,0.853577097754,45870700,ukr
