continent, country_label, temperature, rainfall, population, code
1,china,0.27491460991,0.9936590419,1337705000,chn
1,india,-0.414032198044,0.980334149149,1205624648,ind
2,unitedstates,-0.0991551160707,0.955086194318,309326225,usa
1,indonesia,-0.707363710872,1.14471952468,240676485,idn
3,brazil,-0.66574783019,1.04760841667,195210154,bra
1,pakistan,0.16509016042,0.861684626308,173149306,pak
4,nigeria,-1.54549706119,1.04998908142,159707780,nga
1,bangladesh,-0.0493962945777,0.910187685282,151125475,bgd
1,japan,0.0804028568478,1.06606775277,127450459,jpn
3,mexico,0.835873791155,0.93388025623,117886404,mex
1,philippines,-0.433329228961,1.04153079727,93444322,phl
4,ethiopia,-1.01858605553,1.22815837822,87095281,eth
2,germany,-0.289190105326,1.15916453031,81776930,deu
4,egypt,-0.531951521895,0.745188207829,78075705,egy
2,turkey,-0.581803491727,0.961411350991,72137546,tur
1,thailand,-0.528848721919,0.977756664225,66402316,tha
2,france,-0.311210617709,0.954915400533,65031235,fra
2,unitedkingdom,-0.138651517734,0.898902929478,62747868,gbr
2,italy,-0.156899927528,0.897356704152,60483385,ita
1,myanmar,-0.170531272299,0.918899734251,51931231,mmr
4,southafrica,-0.877190578754,1.18464499675,50895698,zaf
2,spain,0.168506985708,0.801528794909,46576897,esp
3,colombia,-0.60246211546,0.943745452682,46444798,col
2,ukraine,-1.04954307658,1.06679389556,45870700,ukr
