continent, country_label, temperature, rainfall, population, code
1,china,3.22925711313,1.0068980614,1337705000,chn
1,india,2.55187218368,0.884685796601,1205624648,ind
2,unitedstates,2.08910157719,1.23724716863,309326225,usa
1,indonesia,1.85454940742,0.627318135606,240676485,idn
3,brazil,2.51219610423,0.901178105788,195210154,bra
1,pakistan,3.42013742819,0.556656904057,173149306,pak
4,nigeria,3.02044996825,0.485669970383,159707780,nga
1,bangladesh,1.24181976536,1.44099103814,151125475,bgd
1,japan,3.13132313022,0.95701541212,127450459,jpn
3,mexico,2.80066846103,0.765190161838,117886404,mex
1,philippines,1.26802889565,0.691979253997,93444322,phl
4,ethiopia,2.7441532952,0.657386022808,87095281,eth
2,germany,4.38039096391,0.981944858019,81776930,deu
4,egypt,1.30109585,1.58649811992,78075705,egy
2,turkey,1.72029455571,1.11208125162,72137546,tur
1,thailand,1.4523428655,0.755036762138,66402316,tha
2,france,4.94327729149,0.748481278961,65031235,fra
2,unitedkingdom,3.29753627148,1.0085616861,62747868,gbr
2,italy,4.29888752095,0.600631135134,60483385,ita
1,myanmar,1.33092520779,0.983605987103,51931231,mmr
4,southafrica,3.70509446202,0.641680215485,50895698,zaf
2,spain,3.87977321311,0.83353983841,46576897,esp
3,colombia,3.07796721979,0.716303026776,46444798,col
2,ukraine,3.5375820079,0.846411265032,45870700,ukr
