continent, country_label, temperature, rainfall, population, code
1,china,0.250657094805,0.937110851678,1337705000,chn
1,india,0.203222150283,0.949305016474,1205624648,ind
2,unitedstates,-0.45548634083,1.02053080616,309326225,usa
1,indonesia,-0.432597657741,0.912317656798,240676485,idn
3,brazil,-0.143396436098,0.943411604,195210154,bra
1,pakistan,0.421397577451,1.34202428678,173149306,pak
4,nigeria,0.0354143553937,0.858719239571,159707780,nga
1,bangladesh,-0.0319423292799,1.23649956773,151125475,bgd
1,japan,-0.25672650569,1.08855490893,127450459,jpn
3,mexico,-0.335585562835,1.01755141496,117886404,mex
1,philippines,-0.840947366525,0.998469452874,93444322,phl
4,ethiopia,-0.224023789719,0.894330463438,87095281,eth
2,germany,-0.983919606044,0.768642398524,81776930,deu
4,egypt,-0.000400619583054,1.09366957261,78075705,egy
2,turkey,-0.357113671877,1.21814427847,72137546,tur
1,thailand,-0.1730118275,0.741527716616,66402316,tha
2,france,-0.675896866396,1.03414298338,65031235,fra
2,unitedkingdom,-0.638219569642,0.730567890355,62747868,gbr
2,italy,-1.1561579826,1.14796447477,60483385,ita
1,myanmar,0.171711488271,0.83874826131,51931231,mmr
4,southafrica,-1.10872059295,1.32872973968,50895698,zaf
2,spain,-1.18375097584,1.42339231747,46576897,esp
3,colombia,0.0933571713961,0.895417672305,46444798,col
2,ukraine,-1.89580476758,0.806683586475,45870700,ukr
