continent, country_label, temperature, rainfall, population, code
1,china,-0.227152694062,0.997727844363,1337705000,chn
1,india,0.267022553541,0.815138951007,1205624648,ind
2,unitedstates,0.624251963258,0.98014213996,309326225,usa
1,indonesia,-0.041905739166,0.938397078899,240676485,idn
3,brazil,0.271300442428,0.981863155493,195210154,bra
1,pakistan,-0.239762861537,0.739254874627,173149306,pak
4,nigeria,-0.209763196329,1.1944519138,159707780,nga
1,bangladesh,-0.105982439262,0.979650220516,151125475,bgd
1,japan,-0.0473207701405,0.889232863069,127450459,jpn
3,mexico,-0.20923559685,1.16606073672,117886404,mex
1,philippines,-0.112141513995,0.977635985806,93444322,phl
4,ethiopia,0.467109631102,0.896370088346,87095281,eth
2,germany,0.639011102967,1.26039610889,81776930,deu
4,egypt,-0.438411861827,1.37122827409,78075705,egy
2,turkey,-0.087964502543,1.27251288374,72137546,tur
1,thailand,0.0829115215142,0.907253834915,66402316,tha
2,france,0.244853163849,1.07893632589,65031235,fra
2,unitedkingdom,0.775789227896,1.05587347677,62747868,gbr
2,italy,-0.282349243226,1.09487512294,60483385,ita
1,myanmar,-0.162665324007,1.08607267643,51931231,mmr
4,southafrica,0.32167333391,0.715810699803,50895698,zaf
2,spain,0.485830490229,0.74546312203,46576897,esp
3,colombia,0.359050111974,0.866533122864,46444798,col
2,ukraine,0.606029248536,0.882857460432,45870700,ukr
