continent, country_label, temperature, rainfall, population, code
1,china,0.0293287550986,1.04438012029,1337705000,chn
1,india,0.0795165870649,1.00784100912,1205624648,ind
2,unitedstates,-0.251376585803,1.0756014869,309326225,usa
1,indonesia,0.0871212881183,1.05000493958,240676485,idn
3,brazil,0.00513120451204,1.11011202574,195210154,bra
1,pakistan,-0.7490653143,0.985110831339,173149306,pak
4,nigeria,0.567876180129,0.982785592498,159707780,nga
1,bangladesh,0.204905623308,0.874795382694,151125475,bgd
1,japan,0.347254585915,0.978792086278,127450459,jpn
3,mexico,-0.0206693447616,1.46241669684,117886404,mex
1,philippines,0.17224992538,1.03923400018,93444322,phl
4,ethiopia,0.28495447975,0.900376946114,87095281,eth
2,germany,-1.1242126618,1.12378832498,81776930,deu
4,egypt,0.547662238851,0.498775787477,78075705,egy
2,turkey,1.21881051839,0.697520190738,72137546,tur
1,thailand,0.296876885987,0.881869418258,66402316,tha
2,france,-0.178846477509,1.02631159342,65031235,fra
2,unitedkingdom,-0.808008529636,1.05960297391,62747868,gbr
2,italy,-0.282166633742,0.849396533987,60483385,ita
1,myanmar,-0.0538944760102,0.966044244563,51931231,mmr
4,southafrica,-0.197920659241,1.17143950467,50895698,zaf
2,spain,0.197861087397,0.922619595918,46576897,esp
3,colombia,-0.468953704791,1.28927347189,46444798,col
2,ukraine,0.682541080627,0.931105076474,45870700,ukr
