continent, country_label, temperature, rainfall, population, code
1,china,0.31121845192,0.870308444351,1337705000,chn
1,india,-0.400198419975,0.829459516828,1205624648,ind
2,unitedstates,0.0364423800506,0.959868948747,309326225,usa
1,indonesia,-0.293400680661,1.21267868696,240676485,idn
3,brazil,-1.01419722241,1.16293371709,195210154,bra
1,pakistan,0.569893008258,0.497500114346,173149306,pak
4,nigeria,-0.424998382847,0.864666251928,159707780,nga
1,bangladesh,-1.16212887058,1.1107363791,151125475,bgd
1,japan,0.300403642277,1.02311351903,127450459,jpn
3,mexico,0.298641394903,1.01029155973,117886404,mex
1,philippines,-0.235743566125,1.19941418938,93444322,phl
4,ethiopia,-0.0216855281266,0.563387766295,87095281,eth
2,germany,-1.58392936328,1.09435555247,81776930,deu
4,egypt,0.286507474096,0.703138716399,78075705,egy
2,turkey,0.807800597342,0.757467326774,72137546,tur
1,thailand,-1.12499122318,1.24975881191,66402316,tha
2,france,-1.16711969866,1.09282619135,65031235,fra
2,unitedkingdom,-1.51492858018,1.06696581462,62747868,gbr
2,italy,-0.123347691528,1.02363463942,60483385,ita
1,myanmar,-1.20178581772,1.0898247536,51931231,mmr
4,southafrica,-1.76578725919,1.34432689043,50895698,zaf
2,spain,-0.386769036506,0.945509874224,46576897,esp
3,colombia,-0.855242099146,1.16706086894,46444798,col
2,ukraine,-1.00076403889,0.989018835853,45870700,ukr
