continent, country_label, temperature, rainfall, population, code
1,china,-0.19208732537,1.03040082756,1337705000,chn
1,india,-1.19401989808,1.25837867402,1205624648,ind
2,unitedstates,0.617935986089,0.925331003574,309326225,usa
1,indonesia,-0.0758549863957,1.09151578708,240676485,idn
3,brazil,-1.28773238612,1.39182837761,195210154,bra
1,pakistan,-0.974201346162,1.31011271815,173149306,pak
4,nigeria,-0.801089408185,0.946835966917,159707780,nga
1,bangladesh,-0.773600871952,0.828968193422,151125475,bgd
1,japan,0.928204818159,0.919431806066,127450459,jpn
3,mexico,-0.559634905413,1.61196807424,117886404,mex
1,philippines,0.260127234822,1.15225143573,93444322,phl
4,ethiopia,-0.660594983101,0.797739574214,87095281,eth
2,germany,-0.667543502147,0.996969915929,81776930,deu
4,egypt,0.435709040686,0.614132447091,78075705,egy
2,turkey,1.11459563476,0.548075513323,72137546,tur
1,thailand,-1.36590493429,1.02729993898,66402316,tha
2,france,-0.969846310203,0.956716319157,65031235,fra
2,unitedkingdom,-0.784101579442,0.912362534856,62747868,gbr
2,italy,-0.530500416894,1.11170472617,60483385,ita
1,myanmar,-0.938126389687,0.929828313647,51931231,mmr
4,southafrica,-1.7201565826,1.36939414423,50895698,zaf
2,spain,-0.651548347514,0.906746450773,46576897,esp
3,colombia,-1.77704917963,1.55722781442,46444798,col
2,ukraine,0.801602690276,0.903868068985,45870700,ukr
