continent, country_label, temperature, rainfall, population, code
1,china,-0.380821718537,1.23933425112,1337705000,chn
1,india,-0.213134126027,1.27426526668,1205624648,ind
2,unitedstates,-0.358304459586,1.06987946204,309326225,usa
1,indonesia,0.613726274099,1.22733672969,240676485,idn
3,brazil,0.308636771986,0.988544531798,195210154,bra
1,pakistan,0.0137637094836,1.13187273975,173149306,pak
4,nigeria,0.816768963559,0.871186317011,159707780,nga
1,bangladesh,-0.520436289253,1.18857297721,151125475,bgd
1,japan,-0.169758817551,1.13468979608,127450459,jpn
3,mexico,0.514684491271,1.30877516824,117886404,mex
1,philippines,1.23284332118,0.501346204825,93444322,phl
4,ethiopia,0.0502351214331,1.04830826973,87095281,eth
2,germany,-0.922805130649,0.968427074062,81776930,deu
4,egypt,0.403887100067,0.378782829986,78075705,egy
2,turkey,-0.87344247423,1.36768947755,72137546,tur
1,thailand,0.895801546,1.10310470913,66402316,tha
2,france,-1.41954131237,1.07859730315,65031235,fra
2,unitedkingdom,-0.865743361798,1.03609310181,62747868,gbr
2,italy,-1.15058095315,1.24084860328,60483385,ita
1,myanmar,-0.0109416971246,1.0713486231,51931231,mmr
4,southafrica,1.28458327357,0.690398672625,50895698,zaf
2,spain,-0.776346588244,1.22591578804,46576897,esp
3,colombia,-0.137770127187,1.3666877572,46444798,col
2,ukraine,-1.57924801608,1.29651693483,45870700,ukr
