continent, country_label, temperature, rainfall, population, code
1,china,0.501667400671,0.831764095957,1337705000,chn
1,india,0.583225843063,0.905958023113,1205624648,ind
2,unitedstates,0.304022981236,0.895302818868,309326225,usa
1,indonesia,0.137243808317,0.78820458045,240676485,idn
3,brazil,0.39207226161,0.973402168375,195210154,bra
1,pakistan,-0.254649621266,1.04776993954,173149306,pak
4,nigeria,1.14067725047,0.784753098125,159707780,nga
1,bangladesh,1.43060291031,0.532957961402,151125475,bgd
1,japan,0.698912365172,1.03525068318,127450459,jpn
3,mexico,1.06869075964,0.973541634721,117886404,mex
1,philippines,-0.140859050748,1.29440757369,93444322,phl
4,ethiopia,0.797596406582,0.670001176077,87095281,eth
2,germany,0.945882113519,1.00425366733,81776930,deu
4,egypt,0.512638939657,0.498734590471,78075705,egy
2,turkey,1.45315494562,0.854492791216,72137546,tur
1,thailand,0.401303994915,1.11899677952,66402316,tha
2,france,0.641210906422,0.996406235744,65031235,fra
2,unitedkingdom,0.198161821589,1.10081534112,62747868,gbr
2,italy,1.06608074564,0.981597756144,60483385,ita
1,myanmar,0.920866408472,0.923608765066,51931231,mmr
4,southafrica,0.972219371418,0.828948799963,50895698,zaf
2,spain,0.408776817799,1.02409638697,46576897,esp
3,colombia,0.389873391207,0.890545935371,46444798,col
2,ukraine,2.40377282066,0.860899740262,45870700,ukr
