continent, country_label, temperature, rainfall, population, code
1,china,0.252157943457,0.929922913035,1337705000,chn
1,india,-0.411792830908,1.09280633853,1205624648,ind
2,unitedstates,-1.36189842686,1.00828910779,309326225,usa
1,indonesia,-0.669253096326,0.869865340339,240676485,idn
3,brazil,-0.363545286112,0.886914001326,195210154,bra
1,pakistan,-0.249447262096,0.942277982017,173149306,pak
4,nigeria,-0.772225764276,0.954192568766,159707780,nga
1,bangladesh,-0.426155609727,1.17152206521,151125475,bgd
1,japan,-0.0914944716022,1.13499535736,127450459,jpn
3,mexico,-0.548267028635,0.720266259243,117886404,mex
1,philippines,-0.508650844752,1.13642214991,93444322,phl
4,ethiopia,-0.305694448099,0.955449971404,87095281,eth
2,germany,-1.1254174643,1.07378056323,81776930,deu
4,egypt,0.203422340939,1.11188942147,78075705,egy
2,turkey,0.294274584537,1.16763258164,72137546,tur
1,thailand,-0.563811276929,1.14729540298,66402316,tha
2,france,-1.26502879463,1.07994704335,65031235,fra
2,unitedkingdom,-1.01835311422,0.968170179106,62747868,gbr
2,italy,-0.638517100788,1.15012761967,60483385,ita
1,myanmar,-0.330155632616,1.09419015625,51931231,mmr
4,southafrica,-0.592049668393,0.952947001057,50895698,zaf
2,spain,-0.794382680887,1.10054849394,46576897,esp
3,colombia,-0.045826169766,0.770267097067,46444798,col
2,ukraine,-0.267979383221,1.12159280768,45870700,ukr
